word	idf	rf_importance	lr_importance
compulsory	9.2698	0.0	0.0
compressed	9.2698	0.0	0.0
compr	8.017	0.0	0.0
composition	8.8643	0.0	0.0
comparing	7.7657	0.0	0.0
compare	9.2698	0.0	0.0
compara	9.2698	0.0	0.0
combination	8.8643	0.0	0.0
colorect	9.2698	0.0	0.0
color	9.2698	0.0	0.0
colonoscop	9.2698	0.0	0.0
colon	9.2698	0.0	0.0
colloi	9.2698	0.0	0.0
collision	9.2698	0.0	0.0
college	8.5766	0.0	0.0
collection	8.5766	0.0	0.0
collecti	9.2698	0.0	0.0
collabo	8.8643	0.0	0.0
colla	9.2698	0.0	0.0
colimitation	9.2698	0.0	0.0
col	8.5766	0.0	0.0
cohort	8.5766	0.0	0.0
cogo	9.2698	0.0	0.0
cognitive	8.8643	0.0	0.0
cogni	9.2698	0.0	0.0
colour	9.2698	0.0	0.0
combinations	9.2698	0.0	0.0
compar	9.2698	0.0	0.0
combine	9.2698	0.0	0.0
companion	9.2698	0.0	0.0
compa	9.2698	0.0	0.0
comp	7.8835	0.0	0.0
comorbidity	9.2698	0.0	0.0
comorbidities	8.8643	0.0	0.0
comorbiditie	9.2698	0.0	0.0
comorbiditi	9.2698	0.0	0.0
comorbid	8.3535	0.0	0.0
communicating	8.8643	0.0	0.0
communi	8.5766	0.0	0.0
commun	8.8643	0.0	0.0
commitment	8.8643	0.0	0.0
commission	9.2698	0.0	0.0
commer	9.2698	0.0	0.0
comments	9.2698	0.0	0.0
comment	8.1711	0.0	0.0
combined	8.8643	0.0	0.0
cyclamate	9.2698	0.0	0.0
cycled	9.2698	0.0	0.0
cyclin	9.2698	0.0	0.0
distr	9.2698	0.0	0.0
distribution	8.5766	0.0	0.0
distributio	8.8643	0.0	0.0
distributing	9.2698	0.0	0.0
distributi	9.2698	0.0	0.0
distributed	8.1711	0.0	0.0
distrib	8.8643	0.0	0.0
distress	9.2698	0.0	0.0
distre	9.2698	0.0	0.0
distinct	9.2698	0.0	0.0
disparities	7.398	0.0	0.0
distillatio	9.2698	0.0	0.0
distan	9.2698	0.0	0.0
distal	9.2698	0.0	0.0
dist	9.2698	0.0	0.0
dissec	9.2698	0.0	0.0
disrup	8.8643	0.0	0.0
disproportionality	8.8643	0.0	0.0
dispositional	9.2698	0.0	0.0
district	9.2698	0.0	0.0
distrust	9.2698	0.0	0.0
disturbance	8.8643	0.0	0.0
diuretic	9.2698	0.0	0.0
don	9.2698	0.0	0.0
domestic	9.2698	0.0	0.0
domain	9.2698	0.0	0.0
doctors	8.8643	0.0	0.0
docking	8.8643	0.0	0.0
dock4	9.2698	0.0	0.0
dntppooldb	9.2698	0.0	0.0
dnm1	9.2698	0.0	0.0
dna	8.5766	0.0	0.0
dizyme	9.2698	0.0	0.0
diversity	9.2698	0.0	0.0
diversit	9.2698	0.0	0.0
diverse	8.5766	0.0	0.0
divers	8.8643	0.0	0.0
divergence	9.2698	0.0	0.0
div	9.2698	0.0	0.0
diuretics	9.2698	0.0	0.0
disphasedb	9.2698	0.0	0.0
dispari	9.2698	0.0	0.0
cyfi	9.2698	0.0	0.0
dilemma	8.5766	0.0	0.0
disc	9.2698	0.0	0.0
disaggregation	9.2698	0.0	0.0
direc	9.2698	0.0	0.0
dir	9.2698	0.0	0.0
diphtheria	9.2698	0.0	0.0
dimethyl	9.2698	0.0	0.0
dimensional	8.5766	0.0	0.0
dimen	9.2698	0.0	0.0
dilemm	9.2698	0.0	0.0
disparate	9.2698	0.0	0.0
dilatio	9.2698	0.0	0.0
digitization	9.2698	0.0	0.0
digita	8.5766	0.0	0.0
digit	9.2698	0.0	0.0
digi	9.2698	0.0	0.0
digestion	9.2698	0.0	0.0
diffuse	8.8643	0.0	0.0
difficult	9.2698	0.0	0.0
discarded	9.2698	0.0	0.0
disch	9.2698	0.0	0.0
discharg	9.2698	0.0	0.0
discharge	8.3535	0.0	0.0
disp	9.2698	0.0	0.0
disorders	9.2698	0.0	0.0
disintegrindb	9.2698	0.0	0.0
disenrich	9.2698	0.0	0.0
diseasemeth	9.2698	0.0	0.0
diseas	9.2698	0.0	0.0
discussion	9.2698	0.0	0.0
discrete	9.2698	0.0	0.0
discovery	8.3535	0.0	0.0
discovering	9.2698	0.0	0.0
discoverer	9.2698	0.0	0.0
discounting	9.2698	0.0	0.0
discordance	9.2698	0.0	0.0
discor	9.2698	0.0	0.0
discontinuation	9.2698	0.0	0.0
discontinu	9.2698	0.0	0.0
disco	9.2698	0.0	0.0
donating	9.2698	0.0	0.0
donation	9.2698	0.0	0.0
donor	8.5766	0.0	0.0
econ	9.2698	0.0	0.0
edged	8.8643	0.0	0.0
ed	8.5766	0.0	0.0
ectomycorrhizal	9.2698	0.0	0.0
ecotoxicology	9.2698	0.0	0.0
ecosyste	9.2698	0.0	0.0
economy	9.2698	0.0	0.0
economic	7.6603	0.0	0.0
economi	9.2698	0.0	0.0
ecology	8.3535	0.0	0.0
dopamine	9.2698	0.0	0.0
ecologi	9.2698	0.0	0.0
ecolo	9.2698	0.0	0.0
ecogene	9.2698	0.0	0.0
echocar	9.2698	0.0	0.0
echo	9.2698	0.0	0.0
echinobase	9.2698	0.0	0.0
eccdnadb	9.2698	0.0	0.0
ec	9.2698	0.0	0.0
editor	7.8835	0.0	0.0
editorial	7.6603	0.0	0.0
editosome	9.2698	0.0	0.0
education	9.2698	0.0	0.0
egfr	9.2698	0.0	0.0
efgd	9.2698	0.0	0.0
efficient	7.3238	0.0	0.0
efficiency	9.2698	0.0	0.0
efficienc	9.2698	0.0	0.0
effici	9.2698	0.0	0.0
effica	9.2698	0.0	0.0
effic	8.8643	0.0	0.0
effi	9.2698	0.0	0.0
effective	7.8835	0.0	0.0
effectiv	9.2698	0.0	0.0
effecti	8.8643	0.0	0.0
effe	8.8643	0.0	0.0
eff	9.2698	0.0	0.0
ef	8.1711	0.0	0.0
eeg	8.8643	0.0	0.0
educational	7.1903	0.0	0.0
ebrains	9.2698	0.0	0.0
ebneo	9.2698	0.0	0.0
eating	9.2698	0.0	0.0
drs	9.2698	0.0	0.0
droughts	9.2698	0.0	0.0
drosophil	8.8643	0.0	0.0
dros	9.2698	0.0	0.0
droplet	9.2698	0.0	0.0
drople	9.2698	0.0	0.0
drop	9.2698	0.0	0.0
driv	9.2698	0.0	0.0
drepmel	9.2698	0.0	0.0
dream	9.2698	0.0	0.0
draft	8.5766	0.0	0.0
dr	9.2698	0.0	0.0
dpvweb	9.2698	0.0	0.0
downstream	9.2698	0.0	0.0
dovetailing	9.2698	0.0	0.0
double	8.017	0.0	0.0
dormant	9.2698	0.0	0.0
dopi	9.2698	0.0	0.0
drownings	9.2698	0.0	0.0
dru	8.8643	0.0	0.0
east	9.2698	0.0	0.0
drugs	8.3535	0.0	0.0
earth	9.2698	0.0	0.0
ear	8.8643	0.0	0.0
ea	9.2698	0.0	0.0
dysl	9.2698	0.0	0.0
dyskinesia	9.2698	0.0	0.0
dysfunction	8.8643	0.0	0.0
dysfunct	9.2698	0.0	0.0
durval	9.2698	0.0	0.0
duration	9.2698	0.0	0.0
dural	9.2698	0.0	0.0
durability	9.2698	0.0	0.0
dur	9.2698	0.0	0.0
dupscan	9.2698	0.0	0.0
duodenal	8.8643	0.0	0.0
dunbar	9.2698	0.0	0.0
dual	8.5766	0.0	0.0
dsdbase	9.2698	0.0	0.0
diffi	8.8643	0.0	0.0
differentiating	9.2698	0.0	0.0
differential	9.2698	0.0	0.0
decreas	9.2698	0.0	0.0
defining	8.5766	0.0	0.0
defense	9.2698	0.0	0.0
def	8.8643	0.0	0.0
deepsimdef	9.2698	0.0	0.0
deephos	9.2698	0.0	0.0
deepgozero	9.2698	0.0	0.0
decremen	9.2698	0.0	0.0
decreased	9.2698	0.0	0.0
decoupling	9.2698	0.0	0.0
demographics	9.2698	0.0	0.0
deconvoluti	9.2698	0.0	0.0
decompress	9.2698	0.0	0.0
deco	9.2698	0.0	0.0
declining	9.2698	0.0	0.0
decision	8.8643	0.0	0.0
decisio	9.2698	0.0	0.0
deciding	9.2698	0.0	0.0
decentralized	9.2698	0.0	0.0
definiti	9.2698	0.0	0.0
definition	9.2698	0.0	0.0
definitive	8.8643	0.0	0.0
deformity	9.2698	0.0	0.0
demogr	8.8643	0.0	0.0
dementia	8.3535	0.0	0.0
dementi	9.2698	0.0	0.0
demands	9.2698	0.0	0.0
demand	9.2698	0.0	0.0
deman	8.8643	0.0	0.0
dem	9.2698	0.0	0.0
delphi	8.5766	0.0	0.0
delivery	8.8643	0.0	0.0
delivering	9.2698	0.0	0.0
deliv	9.2698	0.0	0.0
delirium	9.2698	0.0	0.0
delineating	9.2698	0.0	0.0
deli	9.2698	0.0	0.0
delayed	8.5766	0.0	0.0
deh	9.2698	0.0	0.0
degradation	8.3535	0.0	0.0
decades	8.5766	0.0	0.0
debridement	9.2698	0.0	0.0
death	8.3535	0.0	0.0
darhd	9.2698	0.0	0.0
daratumu	9.2698	0.0	0.0
dantrolene	9.2698	0.0	0.0
danggu	9.2698	0.0	0.0
damage	9.2698	0.0	0.0
damag	9.2698	0.0	0.0
dam	9.2698	0.0	0.0
daicee	9.2698	0.0	0.0
dah	9.2698	0.0	0.0
daa	9.2698	0.0	0.0
d3pm	9.2698	0.0	0.0
cytoplasmic	9.2698	0.0	0.0
cytopa	9.2698	0.0	0.0
cytological	9.2698	0.0	0.0
cytogen	9.2698	0.0	0.0
cystic	9.2698	0.0	0.0
cyst	8.8643	0.0	0.0
cynomolgus	9.2698	0.0	0.0
darc	9.2698	0.0	0.0
daridorexant	9.2698	0.0	0.0
deaf	9.2698	0.0	0.0
darkcides	9.2698	0.0	0.0
ddpd	8.8643	0.0	0.0
ddinter	9.2698	0.0	0.0
ddi	9.2698	0.0	0.0
dcso	9.2698	0.0	0.0
dcmp	9.2698	0.0	0.0
dcas9	9.2698	0.0	0.0
dbtmm	9.2698	0.0	0.0
dbsnp	9.2698	0.0	0.0
dbptm	9.2698	0.0	0.0
dbpepneo2	9.2698	0.0	0.0
dbgsrv	9.2698	0.0	0.0
dbesslnc	9.2698	0.0	0.0
dbembryo	9.2698	0.0	0.0
dbbip	9.2698	0.0	0.0
dbamp	9.2698	0.0	0.0
days	9.2698	0.0	0.0
dataset	8.8643	0.0	0.0
demographic	8.1711	0.0	0.0
demography	9.2698	0.0	0.0
differences	6.8719	0.0	0.0
devices	9.2698	0.0	0.0
diag	9.2698	0.0	0.0
diabetic	9.2698	0.0	0.0
diabetes	8.3535	0.0	0.0
diab	9.2698	0.0	0.0
dia	8.3535	0.0	0.0
dfbp	9.2698	0.0	0.0
dexamethas	8.5766	0.0	0.0
devs	9.2698	0.0	0.0
device	8.3535	0.0	0.0
demonstratio	9.2698	0.0	0.0
developmental	8.8643	0.0	0.0
developmen	9.2698	0.0	0.0
developm	9.2698	0.0	0.0
develop	9.2698	0.0	0.0
develo	9.2698	0.0	0.0
devel	8.8643	0.0	0.0
deve	8.8643	0.0	0.0
dev	9.2698	0.0	0.0
diagn	9.2698	0.0	0.0
diagno	8.8643	0.0	0.0
diagnos	9.2698	0.0	0.0
diagnosing	9.2698	0.0	0.0
differen	8.5766	0.0	0.0
differ	9.2698	0.0	0.0
diffe	8.8643	0.0	0.0
dif	8.8643	0.0	0.0
dietary	8.8643	0.0	0.0
diet	8.3535	0.0	0.0
did	9.2698	0.0	0.0
dictiona	9.2698	0.0	0.0
diazoxide	9.2698	0.0	0.0
diauxic	9.2698	0.0	0.0
diatoms	9.2698	0.0	0.0
diarrhea	9.2698	0.0	0.0
diaph	9.2698	0.0	0.0
dialog	9.2698	0.0	0.0
dialle	9.2698	0.0	0.0
diagnostics	9.2698	0.0	0.0
diagnosis	7.478	0.0	0.0
detritus	9.2698	0.0	0.0
determining	8.5766	0.0	0.0
determiners	9.2698	0.0	0.0
depth	8.8643	0.0	0.0
depressi	9.2698	0.0	0.0
depres	8.8643	0.0	0.0
deployme	9.2698	0.0	0.0
deploy	9.2698	0.0	0.0
depletion	9.2698	0.0	0.0
depends	9.2698	0.0	0.0
dependence	9.2698	0.0	0.0
dependen	9.2698	0.0	0.0
depe	9.2698	0.0	0.0
department	8.8643	0.0	0.0
dentur	9.2698	0.0	0.0
dental	8.3535	0.0	0.0
density	8.8643	0.0	0.0
dense	9.2698	0.0	0.0
dendritic	9.2698	0.0	0.0
den	9.2698	0.0	0.0
demystifying	9.2698	0.0	0.0
deprivation	9.2698	0.0	0.0
der	8.8643	0.0	0.0
determination	8.8643	0.0	0.0
derived	8.8643	0.0	0.0
determinants	7.7657	0.0	0.0
determinant	9.2698	0.0	0.0
deter	8.8643	0.0	0.0
detection	8.3535	0.0	0.0
det	8.8643	0.0	0.0
desso	9.2698	0.0	0.0
designing	9.2698	0.0	0.0
designed	9.2698	0.0	0.0
desig	9.2698	0.0	0.0
descriptors	9.2698	0.0	0.0
descriptive	8.8643	0.0	0.0
description	9.2698	0.0	0.0
des	8.8643	0.0	0.0
dermo	9.2698	0.0	0.0
dermatology	9.2698	0.0	0.0
dermatitis	8.8643	0.0	0.0
deriving	9.2698	0.0	0.0
chin	8.8643	0.0	0.0
childr	9.2698	0.0	0.0
child	8.3535	0.0	0.0
animaltraits	9.2698	0.0	0.0
anomaly	9.2698	0.0	0.0
anomalies	9.2698	0.0	0.0
anodal	9.2698	0.0	0.0
annual	8.8643	0.0	0.0
annotated	8.5766	0.0	0.0
annot	9.2698	0.0	0.0
ankylo	9.2698	0.0	0.0
anion	8.5766	0.0	0.0
animal	8.5766	0.0	0.0
anatom	9.2698	0.0	0.0
angioembol	9.2698	0.0	0.0
angioedema	9.2698	0.0	0.0
anesthetic	9.2698	0.0	0.0
anesthesia	9.2698	0.0	0.0
androgen	9.2698	0.0	0.0
ancient	9.2698	0.0	0.0
ancestral	9.2698	0.0	0.0
anc2vec	9.2698	0.0	0.0
anorectal	9.2698	0.0	0.0
ansi	9.2698	0.0	0.0
answer	9.2698	0.0	0.0
ant	9.2698	0.0	0.0
antigen	9.2698	0.0	0.0
antige	9.2698	0.0	0.0
antifungal	8.8643	0.0	0.0
antidepressa	9.2698	0.0	0.0
antidepres	9.2698	0.0	0.0
anticoagulant	9.2698	0.0	0.0
anticoagul	9.2698	0.0	0.0
antichol	9.2698	0.0	0.0
anticancer	9.2698	0.0	0.0
antibiotics	9.2698	0.0	0.0
antibiotic	8.3535	0.0	0.0
antibiot	9.2698	0.0	0.0
antibacterial	9.2698	0.0	0.0
anthropometric	9.2698	0.0	0.0
antenatal	8.3535	0.0	0.0
antarctic	9.2698	0.0	0.0
antagonists	9.2698	0.0	0.0
anatomica	9.2698	0.0	0.0
anat	9.2698	0.0	0.0
atlas	8.5766	0.0	0.0
altered	9.2698	0.0	0.0
amiodarone	9.2698	0.0	0.0
aminolevulinic	9.2698	0.0	0.0
amino	9.2698	0.0	0.0
america	9.2698	0.0	0.0
amdb	9.2698	0.0	0.0
ambie	9.2698	0.0	0.0
amb	8.8643	0.0	0.0
altern	9.2698	0.0	0.0
alte	9.2698	0.0	0.0
anaplastic	9.2698	0.0	0.0
als	9.2698	0.0	0.0
alphafold	8.8643	0.0	0.0
alpha	8.8643	0.0	0.0
alo	9.2698	0.0	0.0
allopurinol	9.2698	0.0	0.0
allocat	9.2698	0.0	0.0
alloc	9.2698	0.0	0.0
allo	9.2698	0.0	0.0
aml	9.2698	0.0	0.0
ammoni	9.2698	0.0	0.0
ammonia	9.2698	0.0	0.0
amo	8.8643	0.0	0.0
anaplas	9.2698	0.0	0.0
analyze	9.2698	0.0	0.0
analytic	9.2698	0.0	0.0
analyti	8.8643	0.0	0.0
analysi	8.1711	0.0	0.0
analyses	8.1711	0.0	0.0
anagrelide	9.2698	0.0	0.0
anaesthe	9.2698	0.0	0.0
anaerobic	8.8643	0.0	0.0
amyloi	9.2698	0.0	0.0
amtdb	9.2698	0.0	0.0
amputations	9.2698	0.0	0.0
amputa	9.2698	0.0	0.0
amplifica	9.2698	0.0	0.0
amphibia	9.2698	0.0	0.0
amp	9.2698	0.0	0.0
amon	9.2698	0.0	0.0
antimicrobi	9.2698	0.0	0.0
antimicrobial	9.2698	0.0	0.0
antineoplastic	9.2698	0.0	0.0
ascotracer	9.2698	0.0	0.0
assembled	9.2698	0.0	0.0
asse	9.2698	0.0	0.0
assault	9.2698	0.0	0.0
aspect	9.2698	0.0	0.0
asmdb	9.2698	0.0	0.0
asl	9.2698	0.0	0.0
asian	9.2698	0.0	0.0
aser	9.2698	0.0	0.0
asbestos	9.2698	0.0	0.0
antioxidant	9.2698	0.0	0.0
asa	9.2698	0.0	0.0
arts	9.2698	0.0	0.0
artificial	8.3535	0.0	0.0
artificia	9.2698	0.0	0.0
artifi	9.2698	0.0	0.0
article	9.2698	0.0	0.0
arthr	9.2698	0.0	0.0
arteria	9.2698	0.0	0.0
assemblie	9.2698	0.0	0.0
assembling	9.2698	0.0	0.0
assembly	9.2698	0.0	0.0
asses	8.8643	0.0	0.0
atenolol	9.2698	0.0	0.0
asymptomatic	9.2698	0.0	0.0
asympto	9.2698	0.0	0.0
asthma	8.8643	0.0	0.0
assurance	9.2698	0.0	0.0
associations	8.8643	0.0	0.0
associate	8.3535	0.0	0.0
associat	8.017	0.0	0.0
associa	8.1711	0.0	0.0
assoc	7.1903	0.0	0.0
assisted	8.8643	0.0	0.0
assis	9.2698	0.0	0.0
assessments	9.2698	0.0	0.0
assessmen	9.2698	0.0	0.0
assessme	8.3535	0.0	0.0
assessm	9.2698	0.0	0.0
assess	8.5766	0.0	0.0
arte	8.8643	0.0	0.0
art	8.8643	0.0	0.0
array	9.2698	0.0	0.0
applications	8.8643	0.0	0.0
applica	9.2698	0.0	0.0
appendiceal	9.2698	0.0	0.0
api	8.8643	0.0	0.0
aphidbase	9.2698	0.0	0.0
apeced	9.2698	0.0	0.0
apd	9.2698	0.0	0.0
aortic	8.5766	0.0	0.0
anxiety	9.2698	0.0	0.0
ants	9.2698	0.0	0.0
antiv	9.2698	0.0	0.0
antiseizure	9.2698	0.0	0.0
antiretroviral	9.2698	0.0	0.0
antiretro	9.2698	0.0	0.0
antiretr	9.2698	0.0	0.0
antipsyc	9.2698	0.0	0.0
antipho	9.2698	0.0	0.0
antip	9.2698	0.0	0.0
applicati	8.8643	0.0	0.0
applied	8.8643	0.0	0.0
arocagedb	9.2698	0.0	0.0
applying	8.8643	0.0	0.0
armor	9.2698	0.0	0.0
arm	9.2698	0.0	0.0
area	8.8643	0.0	0.0
archives	9.2698	0.0	0.0
architectural	9.2698	0.0	0.0
arcanu	9.2698	0.0	0.0
arbre	9.2698	0.0	0.0
ar	7.8835	0.0	0.0
aquacu	9.2698	0.0	0.0
aptame	9.2698	0.0	0.0
approval	9.2698	0.0	0.0
appropriateness	9.2698	0.0	0.0
appropriate	9.2698	0.0	0.0
approp	9.2698	0.0	0.0
approache	9.2698	0.0	0.0
approa	8.5766	0.0	0.0
appro	9.2698	0.0	0.0
allied	9.2698	0.0	0.0
allevi	9.2698	0.0	0.0
allergome	9.2698	0.0	0.0
accessibility	9.2698	0.0	0.0
achilles	9.2698	0.0	0.0
achieving	8.5766	0.0	0.0
achie	9.2698	0.0	0.0
aceview	9.2698	0.0	0.0
acetobase	9.2698	0.0	0.0
acetate	9.2698	0.0	0.0
acek	9.2698	0.0	0.0
acdb	9.2698	0.0	0.0
acces	9.2698	0.0	0.0
addendum	9.2698	0.0	0.0
acceptance	9.2698	0.0	0.0
acceptability	9.2698	0.0	0.0
accept	9.2698	0.0	0.0
accentuating	9.2698	0.0	0.0
accelerating	9.2698	0.0	0.0
acalculous	9.2698	0.0	0.0
abuse	8.5766	0.0	0.0
abundance	9.2698	0.0	0.0
aci	8.8643	0.0	0.0
acid	8.1711	0.0	0.0
acinic	9.2698	0.0	0.0
acquisition	8.8643	0.0	0.0
adaptive	8.8643	0.0	0.0
adapting	8.8643	0.0	0.0
adaptin	9.2698	0.0	0.0
adaptation	8.8643	0.0	0.0
acylcarnitines	9.2698	0.0	0.0
acute	6.9672	0.0	0.0
acut	9.2698	0.0	0.0
acuminata	9.2698	0.0	0.0
acuity	9.2698	0.0	0.0
acu	8.8643	0.0	0.0
actual	8.8643	0.0	0.0
activity	8.8643	0.0	0.0
active	8.8643	0.0	0.0
activation	9.2698	0.0	0.0
activati	9.2698	0.0	0.0
actionable	9.2698	0.0	0.0
action	8.8643	0.0	0.0
abnormal	9.2698	0.0	0.0
ablation	9.2698	0.0	0.0
abiraterone	9.2698	0.0	0.0
329	9.2698	0.0	0.0
272	9.2698	0.0	0.0
21	8.8643	0.0	0.0
2025	9.2698	0.0	0.0
2024	9.2698	0.0	0.0
2012	9.2698	0.0	0.0
2005	9.2698	0.0	0.0
1998	9.2698	0.0	0.0
180	9.2698	0.0	0.0
18	9.2698	0.0	0.0
177	9.2698	0.0	0.0
16ostm10	9.2698	0.0	0.0
1350	9.2698	0.0	0.0
13	8.8643	0.0	0.0
112	9.2698	0.0	0.0
10th	9.2698	0.0	0.0877
104	9.2698	0.0	0.0
102	9.2698	0.0	0.0
30	7.8835	0.0	0.0
336	9.2698	0.0	0.0
ability	8.8643	0.0	0.0
3d	8.5766	0.0	0.0
abilities	9.2698	0.0	0.0
abdominal	9.2698	0.0	0.0
abcd	9.2698	0.0	0.0
abc	9.2698	0.0	0.0
aaindex	9.2698	0.0	0.0
a3d	9.2698	0.0	0.0
9th	9.2698	0.0	0.0
99m	9.2698	0.0	0.0
942	9.2698	0.0	0.0
74	9.2698	0.0	0.0
66	9.2698	0.0	0.0
5g	9.2698	0.0	0.0
51	9.2698	0.0	0.0
50	9.2698	0.0	0.0
404	9.2698	0.0	0.0
3x3x3	9.2698	0.0	0.0
3dsnp	9.2698	0.0	0.0
addagma	9.2698	0.0	0.0
addition	8.3535	0.0	0.0
allergen	9.2698	0.0	0.0
agai	9.2698	0.0	0.0
agr	9.2698	0.0	0.0
agile	8.8643	0.0	0.0
agi	9.2698	0.0	0.0
aggregating	9.2698	0.0	0.0
aggre	9.2698	0.0	0.0
agent	9.2698	0.0	0.0
aged	9.2698	0.0	0.0
agape	9.2698	0.0	0.0
aft	8.5766	0.0	0.0
additional	9.2698	0.0	0.0
afm	9.2698	0.0	0.0
affordable	9.2698	0.0	0.0
affirming	9.2698	0.0	0.0
affirmative	9.2698	0.0	0.0
affinity	9.2698	0.0	0.0
affective	9.2698	0.0	0.0
affecting	8.8643	0.0	0.0
affect	9.2698	0.0	0.0
agreg	9.2698	0.0	0.0
agrold	9.2698	0.0	0.0
ahead	9.2698	0.0	0.0
ai	9.2698	0.0	0.0
alkali	9.2698	0.0	0.0
alk	9.2698	0.0	0.0
aliment	9.2698	0.0	0.0
alientoma	9.2698	0.0	0.0
ali	9.2698	0.0	0.0
algorithms	9.2698	0.0	0.0
algorith	9.2698	0.0	0.0
algori	8.8643	0.0	0.0
algor	8.8643	0.0	0.0
algae	9.2698	0.0	0.0
alg	8.8643	0.0	0.0
alfa	9.2698	0.0	0.0
albumin	8.5766	0.0	0.0
ala	9.2698	0.0	0.0
airway	9.2698	0.0	0.0
aids	9.2698	0.0	0.0
aid	9.2698	0.0	0.0
affe	9.2698	0.0	0.0
afatinib	9.2698	0.0	0.0
af	8.5766	0.0	0.0
adolescent	9.2698	0.0	0.0
admissions	9.2698	0.0	0.0
admission	8.3535	0.0	0.0
admiss	9.2698	0.0	0.0
administration	9.2698	0.0	0.0
administrat	9.2698	0.0	0.0
administ	9.2698	0.0	0.0
adminis	9.2698	0.0	0.0
admeth	9.2698	0.0	0.0
adm	8.8643	0.0	0.0
adjustable	9.2698	0.0	0.0
adj	9.2698	0.0	0.0
adherence	8.5766	0.0	0.0
adheren	9.2698	0.0	0.0
adhatoda	9.2698	0.0	0.0
adequate	9.2698	0.0	0.0
adenanthera	9.2698	0.0	0.0
addressing	8.8643	0.0	0.0
ado	9.2698	0.0	0.0
adolescents	9.2698	0.0	0.0
aeria	9.2698	0.0	0.0
adop	9.2698	0.0	0.0
adversely	9.2698	0.0	0.0
advantages	9.2698	0.0	0.0
advancing	8.3535	0.0	0.0
advancement	9.2698	0.0	0.0
advanced	8.5766	0.0	0.0
advance	8.8643	0.0	0.0
adva	8.8643	0.0	0.0
adv	9.2698	0.0	0.0
adults	8.8643	0.0	0.0
adult	8.017	0.0	0.0
adtc	9.2698	0.0	0.0
adrenocor	9.2698	0.0	0.0
adrenalectomy	9.2698	0.0	0.0
adrenal	9.2698	0.0	0.0
adrena	9.2698	0.0	0.0
adren	9.2698	0.0	0.0
adr	9.2698	0.0	0.0
atg	9.2698	0.0	0.0
atopic	9.2698	0.0	0.0
chil	8.5766	0.0	0.0
cancers	9.2698	0.0	0.0
capt	9.2698	0.0	0.0
capsicum	9.2698	0.0	0.0
capacity	8.5766	0.0	0.0
capa	9.2698	0.0	0.0
cap	8.8643	0.0	0.0
cannabis	9.2698	0.0	0.0
cann	9.2698	0.0	0.0
cancerscem	9.2698	0.0	0.0
canc	8.5766	0.0	0.0
cad	9.2698	0.0	0.0
camel	9.2698	0.0	0.0
caltech	9.2698	0.0	0.0
calprotectin	9.2698	0.0	0.0
calipopgen	9.2698	0.0	0.0
calf	9.2698	0.0	0.0
calcul	9.2698	0.0	0.0
calcitonin	9.2698	0.0	0.0
calaspargase	9.2698	0.0	0.0
car	8.8643	0.0	0.0
carbogrove	9.2698	0.0	0.0
carboxypeptidase	9.2698	0.0	0.0
cardi	9.2698	0.0	0.0
carrotomics	9.2698	0.0	0.0
carrier	9.2698	0.0	0.0
caro	9.2698	0.0	0.0
carlo	8.8643	0.0	0.0
caring	8.8643	0.0	0.0
career	9.2698	0.0	0.0
care	6.0917	0.0	0.0
cardiove	9.2698	0.0	0.0
cardiovascular	8.3535	0.0	0.0
cardiovascul	9.2698	0.0	0.0
cardiovascu	9.2698	0.0	0.0
cardiovasc	8.8643	0.0	0.0
cardiov	9.2698	0.0	0.0
cardiotoxicity	9.2698	0.0	0.0
cardiopulmonary	9.2698	0.0	0.0
cardiac	7.6603	0.0	0.0
cardia	9.2698	0.0	0.0
caenorhabditis	9.2698	0.0	0.0
cabotegravir	9.2698	0.0	0.0
atrial	8.017	0.0	0.0
brazilian	9.2698	0.0	0.0
bro	9.2698	0.0	0.0
brit	9.2698	0.0	0.0
brincidofovir	9.2698	0.0	0.0
brief	8.8643	0.0	0.0
breath	9.2698	0.0	0.0
breast	7.6603	0.0	0.0
breaking	9.2698	0.0	0.0
bre	8.8643	0.0	0.0
brassicaceae	9.2698	0.0	0.0
caboseq	9.2698	0.0	0.0
brainstem	9.2698	0.0	0.0
braingraph	9.2698	0.0	0.0
brai	8.5766	0.0	0.0
brad	9.2698	0.0	0.0
bpprc	9.2698	0.0	0.0
bovine	9.2698	0.0	0.0
boundary	9.2698	0.0	0.0
born	9.2698	0.0	0.0
broad	8.8643	0.0	0.0
brokering	9.2698	0.0	0.0
bronchoscopy	9.2698	0.0	0.0
bryozoan	9.2698	0.0	0.0
ca	7.8835	0.0	0.0
c3	9.2698	0.0	0.0
bystand	9.2698	0.0	0.0
bykdb	9.2698	0.0	0.0
buttre	9.2698	0.0	0.0
butterfl	9.2698	0.0	0.0
burns	9.2698	0.0	0.0
burned	9.2698	0.0	0.0
burn	9.2698	0.0	0.0
burd	9.2698	0.0	0.0
bulinus	9.2698	0.0	0.0
built	9.2698	0.0	0.0
budge	9.2698	0.0	0.0
budd	9.2698	0.0	0.0
buckwheat	9.2698	0.0	0.0
bubble	9.2698	0.0	0.0
bu	8.8643	0.0	0.0
cars	9.2698	0.0	0.0
case	7.7657	0.0	0.0
cases	8.5766	0.0	0.0
changes	7.3238	0.0	0.0
characterisation	9.2698	0.0	0.0
characteris	7.1903	0.0	0.0
character	8.8643	0.0	0.0
characte	8.8643	0.0	0.0
